Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2011,UPM-KYMMENE OYJ,Finland,Paper,-22.59%,-710.89%,"(2,95,32,42,775)","(2,22,08,67,764)","(6,06,555)","(2,73,42,002)","(63,56,122)","(99,181)","(26,02,139)","(69,55,64,888)","1,95,875",11%
2011,STORA ENSO OYJ,Finland,Paper,-15.90%,-388.50%,"(2,26,35,72,228)","(1,18,47,06,692)","(3,52,884)","(1,33,58,659)","(30,69,591)","(54,490)","(28,33,949)","(1,05,93,56,696)","1,60,732",16%
2011,NIPPON PAPER INDUSTRIES COMPANY LIMITED,Japan,Paper,-18.07%,-594.11%,"(2,11,53,83,575)","(2,04,49,09,264)","(5,55,598)","(2,66,12,569)","(62,29,906)","(92,451)","(23,18,070)","(3,48,55,822)","1,90,106",5%
2011,OJI HOLDINGS CORPORATION,Japan,Paper,-11.42%,-205.90%,"(1,75,14,93,050)","(1,67,25,09,751)","(5,01,486)","(2,14,38,451)","(50,16,581)","(79,179)","(30,37,840)","(4,91,54,885)","2,45,123",8%
2011,SAPPI LIMITED,South Africa,Paper,-22.36%,-405.23%,"(1,62,90,10,778)","(1,15,00,08,284)","(9,51,865)","(24,41,470)","(2,54,550)","(1,00,029)","(7,57,07,135)","(40,10,33,945)","14,86,500",20%
2011,MONDI PLC,United Kingdom,Paper,-21.30%,-213.01%,"(1,38,09,42,566)","(1,31,23,91,359)","(4,36,389)","(1,74,87,270)","(41,01,372)","(67,970)","(9,92,594)","(4,58,07,474)","3,41,863",2%
2011,SUZANO SA,Brazil,Paper,-23.79%,-244.66%,"(61,88,06,355)","(30,04,16,426)","(95,730)","(34,07,935)","(7,79,684)","(14,576)","(2,33,861)","(31,39,19,659)","61,516",16%
2011,SONOCO PRODUCTS CO,United States,Paper,-8.95%,-108.73%,"(40,26,81,582)","(34,27,75,315)","(1,42,904)","(35,83,933)","(7,94,768)","(19,368)","(9,97,124)","(5,45,14,035)","1,45,866",14%
2011,DS SMITH PLC,United Kingdom,Paper,-7.49%,-143.81%,"(28,80,93,899)","(27,60,51,372)","(69,066)","(35,51,525)","(8,29,870)","(11,986)","(5,88,890)","(70,05,800)","14,610",7%
2011,LEONARDO SPA,Italy,Paper,-1.01%,N/A,"(22,66,16,881)","(17,28,92,185)","(41,654)","(22,96,176)","(5,36,798)","(7,396)","(52,206)","(5,07,95,919)","5,454",1%
2011,DE LA RUE PLC,United Kingdom,Paper,-3.53%,-40.14%,"(2,54,52,466)","(2,33,05,089)","(7,537)","(2,89,515)","(67,409)","(1,171)","(1,10,400)","(16,76,833)","5,489",13%
2011,BIO PAPPEL SAB DE CV,Mexico,Paper,7.23%,196.76%,"5,70,38,563","6,15,20,127","(19,387)","10,40,633","2,32,704",964,"(6,76,232)","(50,86,857)","26,612",20%
2011,BASF SE,Germany,Petroleum Refinery,-8.77%,-81.43%,"(8,37,19,26,047)","(7,25,67,91,739)","(17,44,618)","(9,30,02,569)","(2,17,50,204)","(3,05,280)","(1,59,40,543)","(98,25,02,449)","1,11,356",6%
2011,SUMITOMO CHEMICAL CO LIMITED,Japan,Petroleum Refinery,-13.49%,-304.10%,"(3,47,69,20,553)","(2,94,10,47,211)","(7,18,766)","(3,73,93,619)","(87,57,063)","(1,23,354)","(1,14,09,754)","(47,74,97,999)","27,214",7%
2011,UBE INDUSTRIES LTD,Japan,Petroleum Refinery,-38.40%,-531.11%,"(3,07,48,23,396)","(3,00,48,66,464)","(8,58,023)","(4,01,47,439)","(93,35,242)","(1,43,161)","(35,45,698)","(1,64,11,599)","4,84,230",3%
2011,MITSUBISHI CHEMICAL HOLDINGS CORPORATION,Japan,Petroleum Refinery,-6.98%,-97.64%,"(2,87,46,80,765)","(2,71,38,80,701)","(6,82,497)","(3,36,18,568)","(78,30,369)","(1,15,444)","(1,82,26,110)","(10,04,12,439)","85,363",13%
2011,HUNTSMAN CORPORATION,United States,Petroleum Refinery,-8.32%,-124.04%,"(93,40,00,753)","(91,20,85,629)","(3,18,233)","(1,22,44,038)","(25,36,094)","(45,634)","(15,28,377)","(54,76,793)","2,34,044",15%
2011,OCI COMPANY LIMITED,South Korea,Petroleum Refinery,-24.02%,-92.19%,"(88,67,47,676)","(84,83,72,067)","(2,06,723)","(1,10,94,923)","(25,90,239)","(35,906)","(11,33,271)","(2,33,30,164)","15,617",2%
2011,SHOWA DENKO KABUSHIKI KAISHA,Japan,Petroleum Refinery,-7.55%,-136.24%,"(83,87,06,797)","(81,68,12,046)","(2,18,375)","(1,03,46,036)","(23,28,788)","(35,235)","(49,16,042)","(40,94,405)","44,130",1%
2011,KEMIRA OYJ,Finland,Petroleum Refinery,-28.76%,-377.96%,"(83,61,12,760)","(37,21,05,183)","(86,953)","(49,02,176)","(11,43,554)","(15,559)","(3,20,818)","(45,75,41,342)","2,825",1%
2011,INCITEC PIVOT LTD,Australia,Petroleum Refinery,-20.21%,-110.55%,"(80,96,53,019)","(67,73,60,061)","(1,98,874)","(82,31,911)","(18,95,550)","(29,344)","(13,27,286)","(12,06,35,662)","25,669",7%
2011,ARKEMA SA,France,Petroleum Refinery,-8.99%,-69.64%,"(68,89,49,460)","(55,59,36,653)","(1,74,929)","(72,21,020)","(16,71,979)","(25,334)","(4,63,754)","(12,35,01,731)","45,940",6%
2011,MITSUBISHI GAS CHEMICAL COMPANY INCORPORATED,Japan,Petroleum Refinery,-8.65%,-167.05%,"(50,73,26,655)","(48,35,97,618)","(1,11,449)","(60,61,202)","(14,14,635)","(19,696)","(25,95,886)","(1,35,18,191)","(7,978)",10%
2011,NISSAN CHEMICAL CORP,Japan,Petroleum Refinery,-7.77%,-60.43%,"(15,56,71,788)","(15,16,39,456)","(35,495)","(19,10,680)","(4,30,423)","(6,019)","(8,87,538)","(7,56,845)","(5,332)",15%
2011,OMNIA HOLDINGS LIMITED,South Africa,Petroleum Refinery,-5.36%,-81.97%,"(6,22,53,743)","(5,92,31,947)","(14,856)","(8,07,707)","(1,75,783)","(2,591)","(2,832)","(20,23,348)","5,322",0%
2011,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,Thailand,Post and telecommunications (64),-4222.28%,-13661.19%,"(1,70,11,68,19,332)","(6,72,13,544)","(17,395)","(8,65,503)","(2,00,635)","(2,946)","(79,665)","(1,70,04,84,43,973)","4,330",0%
2011,CHINA MOBILE LIMITED,Hong Kong,Post and telecommunications (64),-4.00%,-13.45%,"(4,04,81,10,384)","(3,11,89,58,499)","(7,17,933)","(4,11,84,117)","(96,53,542)","(1,29,691)","(3,74,088)","(87,70,90,381)","(2,134)",0%
2011,CHINA TELECOM CORP LTD,China,Post and telecommunications (64),-9.50%,-96.45%,"(3,69,43,95,157)","(3,61,43,06,268)","(8,28,340)","(4,79,54,835)","(1,12,42,127)","(1,50,384)","(1,43,871)","(1,97,68,512)",(821),0%
2011,AT&T INC.,United States,Post and telecommunications (64),-2.32%,-24.28%,"(2,94,49,14,352)","(2,74,70,41,207)","(6,48,238)","(3,65,42,779)","(85,65,194)","(1,16,541)","(1,39,158)","(15,19,19,804)","58,569",2%
2011,VERIZON COMMUNICATIONS,United States,Post and telecommunications (64),-1.56%,-9.19%,"(1,73,03,46,359)","(1,69,27,21,156)","(4,04,625)","(2,25,19,671)","(52,77,784)","(72,383)","(1,21,755)","(92,80,229)","51,244",3%
2011,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Japan,Post and telecommunications (64),-0.90%,-7.63%,"(1,21,13,22,102)","(1,16,67,25,240)","(2,71,742)","(1,55,32,573)","(36,41,061)","(49,120)","(40,870)","(2,50,76,259)","14,763",1%
2011,VODAFONE GROUP PUBLIC LIMITED COMPANY,United Kingdom,Post and telecommunications (64),-1.01%,-6.89%,"(71,74,48,926)","(69,91,64,233)","(1,67,782)","(92,76,010)","(21,73,482)","(29,833)","(1,28,186)","(65,28,543)","19,143",3%
2011,TELEFONICA SA,Spain,Post and telecommunications (64),-0.83%,-4.61%,"(67,80,35,177)","(52,12,11,795)","(1,24,039)","(69,33,268)","(16,24,429)","(22,207)","(47,861)","(14,80,85,234)","13,656",2%
2011,"CENTURYLINK,INCORPORATION",United States,Post and telecommunications (64),-3.67%,-22.61%,"(56,34,93,662)","(55,12,58,444)","(1,28,492)","(73,32,527)","(17,18,829)","(23,211)","(16,857)","(30,22,396)","7,095",1%
2011,TELECOM ITALIA SPA,Italy,Post and telecommunications (64),-1.24%,-5.75%,"(48,31,49,473)","(33,53,83,911)","(84,577)","(44,28,857)","(10,32,270)","(14,869)","(73,740)","(14,21,57,071)","25,821",3%
2011,BT GROUP PLC,United Kingdom,Post and telecommunications (64),-1.52%,-12.04%,"(47,43,92,566)","(46,07,69,504)","(1,11,605)","(61,29,738)","(14,36,250)","(19,829)","(56,086)","(58,86,676)","17,122",0%
2011,TELSTRA CORPORATION LIMITED,Australia,Post and telecommunications (64),-1.77%,-8.02%,"(45,59,08,482)","(42,34,44,837)","(1,04,642)","(55,92,540)","(13,01,801)","(18,492)","(1,02,526)","(2,53,68,982)","25,337",3%
2011,ORANGE SA,France,Post and telecommunications (64),-0.77%,-4.50%,"(45,26,91,746)","(42,72,94,906)","(1,01,198)","(56,88,401)","(13,32,703)","(18,167)","(34,018)","(1,82,32,563)","10,210",2%
2011,NTT DOCOMO INCORPORATED,Japan,Post and telecommunications (64),-0.69%,-3.43%,"(37,67,85,847)","(36,77,85,729)","(86,128)","(48,97,789)","(11,48,065)","(15,537)","(16,753)","(28,41,898)","6,052",2%
2011,KT CORPORATION,South Korea,Post and telecommunications (64),-1.96%,-21.80%,"(37,14,74,356)","(35,76,48,468)","(83,580)","(47,57,706)","(11,14,916)","(15,083)","(22,609)","(78,37,283)","5,289",1%
2011,TELENOR GROUP ASA,Norway,Post and telecommunications (64),-2.11%,-13.64%,"(34,78,77,570)","(33,92,32,694)","(77,874)","(45,00,830)","(10,54,882)","(14,131)","(6,726)","(29,90,824)",390,0%
2011,KDDI CORPORATION,Japan,Post and telecommunications (64),-0.78%,-5.66%,"(34,71,39,131)","(33,73,93,415)","(78,800)","(44,92,392)","(10,53,060)","(14,229)","(13,621)","(40,98,534)","4,921",1%
2011,CHUNGHWA TELECOM COMPANY LIMITED,Taiwan,Post and telecommunications (64),-4.14%,-16.34%,"(29,68,82,922)","(28,22,44,146)","(64,471)","(37,51,738)","(8,78,888)","(11,738)","(4,527)","(99,27,327)",(87),0%
2011,TELKOM SA SOC LTD,South Africa,Post and telecommunications (64),-6.74%,-58.51%,"(27,95,44,964)","(23,91,83,584)","(54,695)","(31,79,947)","(7,44,526)","(9,949)","(20,008)","(3,63,52,267)",13,0%
2011,MTN GROUP LIMITED,South Africa,Post and telecommunications (64),-1.75%,-5.65%,"(26,45,58,592)","(25,87,65,470)","(59,166)","(34,37,437)","(8,02,240)","(10,747)","(72,895)","(14,10,684)",48,1%
2011,LG UPLUS CORPORATION,South Korea,Post and telecommunications (64),-3.32%,-202.00%,"(26,32,27,867)","(25,62,93,358)","(59,359)","(34,09,075)","(7,99,033)","(10,750)","(9,444)","(26,49,057)","2,209",1%
2011,SINGAPORE TELECOMMUNICATIONS LIMITED,Singapore,Post and telecommunications (64),-1.12%,-6.69%,"(15,59,93,073)","(15,08,78,942)","(41,507)","(19,08,343)","(4,39,521)","(6,794)","(2,75,591)","(24,57,356)","14,981",4%
2011,SK TELECOM CO LTD,South Korea,Post and telecommunications (64),-1.12%,-8.41%,"(15,35,93,452)","(14,89,10,065)","(35,352)","(19,81,253)","(4,64,126)","(6,341)","(16,387)","(21,83,762)","3,834",2%
2011,VODACOM GROUP,South Africa,Post and telecommunications (64),-1.53%,-6.15%,"(11,61,05,981)","(10,77,75,757)","(24,642)","(14,31,345)","(3,33,739)","(4,474)","(36,600)","(64,99,448)",24,1%
2011,TELUS CORPORATION,Canada,Post and telecommunications (64),-1.07%,-5.89%,"(10,85,45,973)","(10,19,61,388)","(26,647)","(13,67,193)","(3,20,302)","(4,626)","(3,39,800)","(45,36,086)","10,069",8%
2011,ITISSALAT AL MAGHRIB STE SA,Morocco,Post and telecommunications (64),-2.60%,-6.49%,"(9,34,05,209)","(7,63,11,236)","(16,848)","(9,68,781)","(2,26,611)","(3,047)","(9,917)","(1,58,65,756)","(3,013)",6%
2011,TELIA COMPANY AB,Sweden,Post and telecommunications (64),-0.59%,-2.67%,"(9,00,38,439)","(8,79,70,379)","(20,440)","(11,68,975)","(2,74,067)","(3,689)","(12,957)","(5,88,628)",695,1%
2011,TELECOM ARGENTINA SA,Argentina,Post and telecommunications (64),-1.80%,-8.26%,"(7,75,35,081)","(6,59,89,481)","(16,114)","(8,66,837)","(2,02,790)","(2,803)","(22,136)","(1,04,36,322)","1,401",2%
2011,TAIWAN MOBILE CO LTD,Taiwan,Post and telecommunications (64),-2.34%,-10.82%,"(6,27,54,775)","(6,12,60,862)","(14,123)","(8,14,524)","(1,90,695)","(2,563)","(1,694)","(4,70,714)",399,0%
2011,MAXIS BERHAD,Malaysia,Post and telecommunications (64),-2.17%,-5.85%,"(6,01,56,117)","(5,85,88,404)","(14,792)","(7,59,638)","(1,76,525)","(2,541)","(54,861)","(5,62,336)","2,982",2%
2011,GLOBE TELECOM INCORPORATED,Philippines,Post and telecommunications (64),-3.10%,-14.18%,"(5,06,71,150)","(4,94,34,160)","(12,125)","(6,45,943)","(1,50,516)","(2,118)","(32,284)","(3,95,758)","1,755",2%
2011,FAR EASTONE TELECOMMUNICATIONS COMPANY LIMITED,Taiwan,Post and telecommunications (64),-1.90%,-12.54%,"(4,75,91,098)","(4,64,06,235)","(10,718)","(6,16,978)","(1,44,400)","(1,943)","(1,577)","(4,09,618)",371,0%
2011,ROGERS COMMUNICATIONS INC,Canada,Post and telecommunications (64),-0.38%,-1.63%,"(4,65,29,019)","(4,50,01,293)","(14,299)","(6,11,912)","(1,43,182)","(2,333)","(4,09,011)","(3,59,109)","12,120",17%
2011,TELE2 AB,Sweden,Post and telecommunications (64),-0.74%,-4.32%,"(4,38,12,806)","(4,28,17,549)","(9,918)","(5,69,068)","(1,33,418)","(1,793)","(5,060)","(2,76,273)",271,1%
2011,PROXIMUS NV,Belgium,Post and telecommunications (64),-0.48%,-2.74%,"(3,94,14,370)","(3,81,84,554)","(10,545)","(4,99,242)","(1,15,932)","(1,788)","(19,320)","(5,88,579)","5,590",9%
2011,MAGYAR TELEKOM TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,Hungary,Post and telecommunications (64),-1.45%,-9.83%,"(3,57,53,468)","(3,41,07,134)","(8,590)","(4,53,721)","(1,06,227)","(1,508)","(5,508)","(10,73,144)","2,365",6%
2011,DIGI.COM BERHAD,Malaysia,Post and telecommunications (64),-1.82%,-5.04%,"(3,41,68,153)","(3,33,07,971)","(8,562)","(4,29,723)","(99,684)","(1,456)","(37,181)","(2,85,597)","2,021",3%
2011,PARTNER COMMUNICATIONS COMPANY  LIMITED,Israel,Post and telecommunications (64),-1.75%,-9.57%,"(3,20,35,067)","(2,87,18,013)","(6,903)","(3,80,440)","(89,132)","(1,217)","(6,559)","(28,33,322)",519,2%
2011,ELISA OYJ,Finland,Post and telecommunications (64),-1.41%,-7.47%,"(2,80,08,371)","(2,73,27,743)","(6,261)","(3,63,405)","(85,198)","(1,138)",(524),"(2,24,127)",26,0%
2011,TELEKOM AUSTRIA AG,Austria,Post and telecommunications (64),-0.44%,-4.56%,"(2,52,30,369)","(2,43,33,736)","(6,124)","(3,25,737)","(76,325)","(1,078)","(1,198)","(4,87,904)","1,734",0%
2011,TELEKOM MALAYSIA BERHAD,Malaysia,Post and telecommunications (64),-0.65%,-6.38%,"(1,87,90,381)","(1,76,49,438)","(5,486)","(2,14,384)","(48,630)",(841),"(57,048)","(8,17,655)","3,101",6%
2011,TELEFONICA BRASIL SA,Brazil,Post and telecommunications (64),-0.11%,-0.67%,"(1,76,97,037)","(1,40,63,598)","(5,402)","(1,73,770)","(36,754)",(813),"(38,063)","(33,85,555)","6,919",14%
2011,DIALOG AXIATA PUBLIC LIMITED COMPANY,Sri Lanka,Post and telecommunications (64),-4.29%,-31.51%,"(1,71,68,095)","(1,64,84,386)","(3,971)","(2,16,412)","(50,511)",(701),"(7,919)","(4,04,625)",430,1%
2011,SPARK NEW ZEALAND LTD,New Zealand,Post and telecommunications (64),-0.30%,-2.61%,"(1,14,48,074)","(1,01,72,961)","(4,246)","(1,08,346)","(23,240)",(564),"(75,561)","(10,67,262)","4,107",6%
2011,SONAECOM SGPS SA,Portugal,Post and telecommunications (64),-0.97%,-10.55%,"(1,08,51,300)","(1,01,84,501)","(2,469)","(1,35,838)","(31,836)",(439),"(1,076)","(4,95,545)",405,0%
2011,NESTLE S.A.,Switzerland,Processing of Food products nec,-2.23%,-14.50%,"(1,99,28,32,811)","(1,86,89,44,431)","(5,52,557)","(2,46,67,436)","(58,05,081)","(86,345)","(93,055)","(9,28,77,535)","1,93,629",0%
2011,"TYSON FOODS,INC.",United States,Processing of Food products nec,-5.58%,-144.86%,"(1,79,91,86,433)","(1,55,39,44,754)","(3,74,444)","(2,07,60,315)","(48,37,711)","(66,772)","(1,19,076)","(21,91,42,601)","59,239",3%
2011,MONDELEZ INTERNATIONAL INCORPORATED,United States,Processing of Food products nec,-2.07%,-16.17%,"(1,12,32,42,937)","(93,90,59,002)","(2,46,914)","(1,26,46,594)","(29,15,243)","(42,617)","(2,00,756)","(16,82,31,687)","99,874",6%
2011,TATE & LYLE PLC,United Kingdom,Processing of Food products nec,-26.45%,-225.54%,"(1,11,81,38,801)","(1,08,74,95,238)","(2,53,096)","(1,44,52,980)","(33,85,847)","(45,714)","(1,51,891)","(1,23,66,401)","12,366",0%
2011,ASSOCIATED BRITISH FOODS PLC,United Kingdom,Processing of Food products nec,-6.24%,-88.85%,"(1,07,29,03,212)","(1,02,38,81,569)","(2,80,365)","(1,33,78,838)","(31,40,378)","(45,016)","(6,17,894)","(3,16,09,458)","50,305",1%
2011,AJINOMOTO COMPANY INCORPORATED,Japan,Processing of Food products nec,-4.15%,-72.21%,"(65,12,06,360)","(60,89,78,834)","(1,69,015)","(81,21,154)","(19,03,667)","(28,087)","(30,976)","(3,20,43,518)","68,891",1%
2011,HORMEL FOODS CORPORATION,United States,Processing of Food products nec,-5.91%,-66.13%,"(46,65,22,041)","(41,68,77,610)","(1,00,005)","(55,67,193)","(12,97,993)","(17,864)","(29,155)","(4,26,46,724)","14,504",3%
2011,MARFRIG GLOBAL FOODS SA,Brazil,Processing of Food products nec,-3.76%,-95.82%,"(44,14,03,894)","(21,65,11,075)","(1,51,743)","(14,09,299)","(2,84,556)","(17,497)","(5,54,474)","(22,27,12,792)","2,37,543",16%
2011,GRUPO BIMBO S.A.B. DE C.V.,Mexico,Processing of Food products nec,-4.40%,-56.13%,"(42,17,90,891)","(39,56,23,116)","(91,511)","(50,24,319)","(11,75,634)","(19,962)","(48,92,404)","(1,49,63,587)",(359),4%
2011,KELLOGG COMPANY,United States,Processing of Food products nec,-3.12%,-20.55%,"(41,13,22,364)","(37,67,92,074)","(93,976)","(50,49,425)","(11,71,754)","(16,540)","(48,737)","(2,81,74,104)","24,246",5%
2011,"GENERAL MILLS,INC.",United States,Processing of Food products nec,-2.10%,-12.10%,"(31,18,26,911)","(28,30,66,096)","(73,537)","(38,07,772)","(8,79,114)","(12,748)","(54,949)","(2,39,60,031)","27,337",7%
2011,CAMPBELL SOUP COMPANY,United States,Processing of Food products nec,-3.96%,-21.28%,"(30,57,69,741)","(24,43,45,218)","(60,445)","(32,72,061)","(7,60,067)","(10,671)","(28,504)","(5,73,06,955)","14,181",4%
2011,NH FOODS LTD,Japan,Processing of Food products nec,-1.35%,-40.40%,"(17,42,27,155)","(17,04,34,705)","(44,620)","(22,68,494)","(5,29,691)","(7,651)","(25,374)","(9,31,326)","14,706",8%
2011,HERSHEY CO,United States,Processing of Food products nec,-2.60%,-14.52%,"(15,79,91,376)","(12,27,90,805)","(29,657)","(16,35,978)","(3,81,692)","(5,291)","(22,455)","(3,31,30,618)","5,120",1%
2011,J M SMUCKER CO,United States,Processing of Food products nec,-2.80%,-14.65%,"(13,51,37,394)","(11,80,19,669)","(29,845)","(15,83,596)","(3,66,857)","(5,226)","(17,820)","(1,51,23,248)","8,865",5%
2011,MAPLE LEAF FOODS INC,Canada,Processing of Food products nec,-2.68%,-49.93%,"(12,90,05,010)","(12,00,66,390)","(28,862)","(16,14,935)","(3,71,007)","(5,086)","(8,533)","(69,12,664)","2,467",2%
2011,"FLOWERS FOODS,INC.",United States,Processing of Food products nec,-4.60%,-65.36%,"(12,76,05,827)","(12,09,14,657)","(29,292)","(16,16,155)","(3,76,367)","(5,213)","(10,241)","(46,58,996)","5,095",3%
2011,NISSHIN SEIFUN GROUP INCORPORATED,Japan,Processing of Food products nec,-1.46%,-24.38%,"(8,02,85,420)","(7,62,52,471)","(19,858)","(10,14,891)","(2,37,016)","(3,413)","(10,879)","(27,53,198)","6,305",7%
2011,BEL SA,France,Processing of Food products nec,-2.12%,-29.06%,"(6,94,97,130)","(6,72,29,762)","(17,585)","(8,96,497)","(2,06,519)","(2,975)","(50,327)","(10,98,349)","4,884",3%
2011,OCEANA GROUP LIMITED,South Africa,Processing of Food products nec,-15.28%,-108.98%,"(6,92,17,002)","(6,46,32,789)","(16,417)","(8,47,328)","(1,94,633)","(2,804)","(56,131)","(34,70,185)","3,285",3%
2011,EBRO FOODS SA,Spain,Processing of Food products nec,-2.90%,-23.22%,"(6,78,79,076)","(5,18,30,736)","(12,492)","(6,87,361)","(1,60,940)","(2,228)","(4,299)","(1,51,82,947)","1,928",1%
2011,BARRY CALLEBAUT AG,Switzerland,Processing of Food products nec,-1.31%,-16.78%,"(6,36,91,768)","(6,18,79,304)","(15,329)","(8,24,693)","(1,93,088)","(2,685)","(5,067)","(7,74,408)","2,806",5%
2011,UNI PRESIDENT ENTERPRISES CORPORATION,Taiwan,Processing of Food products nec,-0.47%,-12.19%,"(6,06,56,575)","(5,74,71,980)","(14,639)","(7,47,854)","(1,75,513)","(2,481)","(7,026)","(22,39,212)","2,130",3%
2011,KIKKOMAN CORPORATION,Japan,Processing of Food products nec,-1.30%,-19.20%,"(4,79,51,366)","(4,57,63,713)","(11,425)","(6,08,357)","(1,41,956)","(2,003)","(7,270)","(14,19,325)","2,684",2%
2011,SANFORD LTD,New Zealand,Processing of Food products nec,-6.34%,-113.52%,"(2,29,62,572)","(2,19,35,435)","(8,285)","(2,37,870)","(54,292)","(19,588)","(33,409)","(6,80,667)","6,975",13%
2011,BOURBON CORPORATION,Japan,Processing of Food products nec,-1.64%,-55.30%,"(2,18,32,991)","(2,09,75,857)","(5,381)","(2,79,155)","(65,224)",(931),"(2,627)","(5,05,338)","1,523",5%
2011,CRANSWICK PLC,United Kingdom,Processing of Food products nec,-1.75%,-27.19%,"(2,06,75,155)","(1,98,97,201)","(5,777)","(2,61,743)","(60,636)",(954),"(42,353)","(4,09,938)","3,448",11%
2011,"MCCORMICK & COMPANY,INCORPORATED",United States,Processing of Food products nec,-0.51%,-3.37%,"(1,86,82,437)","(1,62,96,230)","(5,914)","(2,27,442)","(49,942)",(918),"(13,654)","(20,95,130)","6,793",20%
2011,RAISIO OYJ,Finland,Processing of Food products nec,-2.55%,-43.69%,"(1,83,20,702)","(1,53,92,437)","(3,699)","(2,03,177)","(47,552)",(651),"(5,484)","(26,67,968)",265,12%
2011,YAKULT HONSHA CO LTD,Japan,Processing of Food products nec,-0.44%,-6.63%,"(1,75,85,417)","(1,61,65,732)","(3,786)","(2,11,881)","(48,959)",(676),"(7,847)","(11,46,756)",220,5%
2011,OTTOGI CORPORATION,South Korea,Processing of Food products nec,-0.86%,-17.22%,"(1,19,12,921)","(99,91,669)","(2,881)","(1,31,407)","(30,734)",(466),"(14,376)","(17,42,645)","1,257",2%
2011,EMMI AG,Switzerland,Processing of Food products nec,-0.36%,-7.55%,"(1,04,74,781)","(92,34,459)","(2,816)","(1,23,843)","(28,879)",(450),"(3,028)","(10,82,984)","1,677",14%
2011,GRUPO HERDEZ S.A.B. DE C.V.,Mexico,Processing of Food products nec,5.56%,35.41%,"3,86,18,840","4,32,77,861","(28,371)","7,57,895","1,63,659",(112),"(3,54,808)","(52,25,759)","28,477",6%
2011,DANONE SA,France,Processing of Food products nec,3.90%,27.30%,"97,78,00,535","1,00,44,94,328","2,07,207","1,34,12,837","31,68,053","40,640","(3,84,715)","(4,31,65,843)","28,027",4%
